brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,gpu_brand,gpu_type,display_size,resolution_width,resolution_height
asus,Asus Vivobook 15X 2023 K3504VAB-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),132766,54,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Stealth 17 Studio A13VG-029IN Gaming Laptop (13th Gen Core i7/ 16GB/ 2TB SSD/ Win11 Home/ 8GB Graph),929566,85,intel,core i7,14,16,SSD,2048,NONE,nvidia,dedicated,17.3,2560,1440
asus,Asus TUF A15 FA577RM-HQ032WS Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),347766,71,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,2560,1440
asus,Asus TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),421274,73,intel,core i7,14,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),663966,89,amd,ryzen 9,8,32,SSD,1024,NONE,nvidia,dedicated,14.0,2560,1600
asus,Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),438206,84,amd,ryzen 9,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus TUF Gaming F15 2023 FX507VU-LP091WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),444514,75,intel,core i7,14,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus TUF Gaming A15 2023 FA577XV-HQ036WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),514566,83,amd,ryzen 9,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,2560,1440
lenovo,Lenovo IdeaPad Slim 5 82FG01B3IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),175628,67,intel,core i5,4,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus ROG Strix G16 2023 G614JU-N3221WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),479427,73,intel,core i5,10,16,SSD,1024,NONE,nvidia,dedicated,16.0,1920,1200
asus,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),315366,77,amd,ryzen 7,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus ROG Zephyrus G14 2023 GA402XZ-N2020WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),866486,89,amd,ryzen 9,8,32,SSD,1024,NONE,nvidia,dedicated,14.0,2560,1600
asus,Asus ROG Zephyrus G14 2023 GA402NU-N2023WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),497966,76,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,14.0,2560,1600
asus,Asus TUF Gaming A17 FA777XU-HX026WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),448166,80,amd,ryzen 9,8,16,SSD,1024,NONE,nvidia,dedicated,17.3,1920,1080
asus,Asus Vivobook 15X OLED M3504YA-LK541WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),200458,67,amd,ryzen 5,6,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad 3 15IAU7 82RK00LWIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),175276,58,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),696834,73,intel,core i9,14,16,SSD,1024,NONE,nvidia,dedicated,13.4,2560,1600
asus,Asus TUF Gaming F15 2023 FX507VV-LP071WS Gaming Laptop (13th Gen Core i9/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph),514566,82,intel,core i9,14,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook S15 2022 K3502ZA-KJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),232366,66,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),282034,72,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
hp,HP Victus 15-fa0092TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),232366,65,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Predator Helios 16 PH16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),476088,70,intel,core i7,16,16,SSD,512,NONE,nvidia,dedicated,16.0,2560,1600
asus,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),376491,75,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,15.6,2880,1620
dell,Dell Alienware x14 R2 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),748626,78,intel,core i7,10,32,SSD,1024,NONE,nvidia,dedicated,14.0,2560,1600
dell,Dell Alienware m16 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),733686,83,intel,core i7,16,16,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
hp,HP 15-hr0000TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),223768,57,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP 15-hr0001TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),215766,59,intel,core i5,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Thin GF63 12UCX-269IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),255606,69,intel,core i5,8,16,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
msi,MSI Katana 15 B12UDXK-1006IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),242326,71,intel,core i5,8,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Swift Go 14 SFG14-41 NX.KG3SI.003 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),195846,62,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,14.0,1920,1080
hp,HP 15s-eq1580AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home),109526,58,amd,ryzen 3,2,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP 15-fd0021TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),204146,57,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook S15 OLED 2023 S5504VA-MA741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),351886,66,intel,core i7,14,16,SSD,512,NONE,intel,integrated,15.6,2880,1620
msi,MSI Thin GF63 12VE-267IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/6GB Graphics),288806,73,intel,core i5,8,16,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook 16X 2023 K3605VC-MB951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),369977,76,intel,core i9,14,16,SSD,1024,NONE,nvidia,dedicated,16.0,1920,1200
msi,MSI Stealth 16 Studio A13VG-030IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),829966,86,intel,core i7,14,32,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
asus,Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),254375,66,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,14.0,1920,1200
acer,Acer Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),474756,78,intel,core i7,16,16,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
asus,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),312076,70,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,14.0,2880,1800
asus,Asus Vivobook Pro 15 OLED K6502VU-MA951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),536223,84,intel,core i9,14,16,SSD,1024,NONE,nvidia,dedicated,15.6,2880,1620
asus,Asus Zenbook Pro 14 Duo OLED 2023 UX8402VU-MZ551WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),663966,71,intel,core i5,12,16,SSD,1024,NONE,nvidia,dedicated,14.5,2880,1800
hp,HP ProBook 440 G9 6J8T1PA Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),391760,75,intel,core i7,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP 15-fd0024TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11 Home),264238,66,intel,core i7,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),212446,71,intel,core i7,8,16,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
asus,Asus VivoBook 15 X515EA-EJ342WS Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11),119486,56,intel,core i3,2,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP 15s-fy5002TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),175926,57,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop (AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),209790,67,amd,ryzen 7,8,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo Ideapad Gaming 3 15ACH6 82K20145IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),268920,71,amd,ryzen 7,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer One 14 Z8-415 Laptop (11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),132766,58,intel,core i5,4,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
dell,Dell Alienware X16 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),1289786,82,intel,core i9,14,32,SSD,1024,NONE,nvidia,dedicated,16.0,3200,1800
hp,HP 15s-fy5003TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),133132,54,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
dell,Dell Alienware M18 R1 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),1223386,83,intel,core i9,14,32,SSD,1024,NONE,nvidia,dedicated,18.0,3200,1800
acer,Acer One 11 Z8-284 UN.013SI.014 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),122176,47,intel,celeron,2,8,SSD,256,NONE,intel,integrated,11.6,1366,768
hp,HP 15-fc0030AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),154346,54,amd,ryzen 5,4,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
acer,Acer 16 Predator Neo NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),348596,65,intel,core i5,14,16,SSD,512,NONE,nvidia,dedicated,16.0,2560,1600
hp,HP 15-fd0018TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),158198,51,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
acer,Acer Predator Helios Neo 16 NH.QLTSI.002 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),381766,66,intel,core i7,16,16,SSD,512,NONE,nvidia,dedicated,16.0,2560,1600
hp,HP 15-fd0006TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),156006,51,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP 15-fd0011TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),200826,54,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),165966,67,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP 15-fd0012TU Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),217758,56,intel,core i5,10,8,SSD,1024,NONE,intel,integrated,15.6,1920,1080
realme,Realme Book Prime CloudPro002 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),142726,62,intel,core i5,4,8,SSD,512,NONE,intel,integrated,14.0,2160,1440
hp,HP ProBook 440 G8 5D6U3PA Notebook PC (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),235720,67,intel,core i5,4,8,SSD,512,NONE,intel,integrated,14.0,1366,768
asus,Asus VivoBook 15 X515MA-BR024WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),102677,45,intel,celeron,2,8,SSD,512,NONE,intel,integrated,15.6,1366,768
dell,Dell Vostro 15 3510 2023 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),159326,63,intel,core i5,4,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 15 2023 X1504VA-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),153676,56,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),414966,78,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,16.0,3200,2000
dell,Dell Vostro 3420 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),172606,63,intel,core i5,4,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),195846,60,amd,ryzen 5,4,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
dell,Dell Vostro 3425 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11 Home),127786,59,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,14.0,1920,1080
acer,Acer Aspire 5 A515-56G Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),149380,64,intel,core i5,4,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Nitro 5 AN515-46 Gaming Laptop (Ryzen 5 6600H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),295446,65,amd,ryzen 5,6,16,SSD,1024,NONE,nvidia,dedicated,15.6,2560,1440
msi,MSI Thin GF63 12VF-268IN Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/ 8GB Graph),322006,77,intel,core i5,8,16,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
asus,Asus VivoBook 14 X1400EA-EK322WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),106206,59,intel,core i3,2,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN742WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),438240,73,intel,core i7,12,16,SSD,512,NONE,intel,integrated,14.0,2880,1800
asus,Asus Zenbook 14 OLED 2023 UX3402VA-KN741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),385086,73,intel,core i7,12,16,SSD,512,NONE,intel,integrated,14.0,2880,1800
asus,Asus Vivobook 14X OLED 2023 K3405VFB-KM541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),298766,70,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,14.0,2880,1800
hp,HP Victus 15-fa1066TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),365166,71,intel,core i7,14,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Summit E13 Flip Evo A11MT-213IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10),272206,65,intel,core i7,4,16,SSD,512,NONE,intel,integrated,13.4,1920,1200
hp,HP Pavilion 15-eg2017TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),174598,60,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),302916,75,intel,core i5,12,16,SSD,512,NONE,intel,integrated,14.0,2880,1800
asus,Asus Vivobook 16 2023 X1605VAB-MB544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),209126,59,intel,core i5,10,16,SSD,512,NONE,intel,integrated,16.0,1920,1200
msi,MSI Summit E13 Flip Evo A11MT-214IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10),232366,70,intel,core i5,4,16,SSD,512,NONE,intel,integrated,13.4,1920,1200
hp,HP Victus 16-d0333TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),214140,75,intel,core i5,6,16,SSD,512,NONE,nvidia,dedicated,16.1,1920,1080
asus,Asus Vivobook Flip 14 2023 TP3402VAB-LZ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),238834,64,intel,core i5,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1200
hp,HP Victus 15-fb0121AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),172606,67,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP 15s-fq2738TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),112843,56,intel,core i3,2,8,SSD,512,NONE,intel,integrated,15.6,1366,768
asus,Asus Vivobook 15 X1502ZA-EJ953WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),132102,52,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Omen 16-n0123AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),398366,77,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,16.1,2560,1440
msi,MSI Raider GE68HX 13VG-027IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),866486,89,intel,core i9,24,32,SSD,2048,NONE,nvidia,dedicated,16.0,2560,1600
asus,Asus Vivobook Go 14 E1404GA-NK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),129413,48,intel,core i3,8,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus Vivobook 15 2023 X1504VA-NJ523WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),185886,59,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI Thin GF63 12UCX-265IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),216430,65,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI GF63 Thin 11UC-1295IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),242326,71,intel,core i5,6,16,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
acer,Acer Nitro 5 AN515-47 2023 Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),229046,73,amd,ryzen 5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Predator Helios 16 PH16-71 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),664298,74,intel,core i7,16,32,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
acer,Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),258594,72,amd,ryzen 7,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Stealth 16 Studio A13VF-023IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),730366,84,intel,core i7,14,32,SSD,1024,NONE,nvidia,dedicated,15.6,2560,1600
lenovo,Lenovo ThinkPad P14s 21AKS02800 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics),409259,78,intel,core i7,12,16,SSD,512,NONE,nvidia,dedicated,14.0,1920,1080
asus,Asus Vivobook 15X OLED 2023 K3504VA-LK552WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),235686,63,intel,core i5,12,16,SSD,1024,NONE,intel,integrated,15.6,1920,1080
msi,MSI Raider GE68HX 13VG-026IN Gaming Laptop (13th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),717086,87,intel,core i7,16,32,SSD,2048,NONE,nvidia,dedicated,16.0,2560,1600
msi,MSI Stealth 14 Studio A13VF-037IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),571006,80,intel,core i7,14,16,SSD,1024,NONE,nvidia,dedicated,15.6,2560,1600
msi,MSI GF63 Thin 11UC-1297IN Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),232366,70,intel,core i5,6,8,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook 15X 2023 K3504VAB-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),207500,56,intel,core i5,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 16 2023 X1605VA-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),228416,62,intel,core i5,12,16,SSD,512,NONE,intel,integrated,16.0,1920,1200
hp,HP Spectre x360 2023 13.5-ef2034TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home),477495,75,intel,core i7,10,32,SSD,1024,NONE,intel,integrated,13.5,3000,2000
asus,Asus Vivobook S15 OLED 2023 K5504VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),285486,60,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus VivoBook 14 2023 X1404VA-NK321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),152686,57,intel,core i3,6,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus VivoBook 14 2023 X1404VA-NK522WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),199166,56,intel,core i5,10,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),348566,71,intel,core i5,12,16,SSD,512,NONE,intel,integrated,14.0,2880,1800
asus,Asus Vivobook 15X OLED 2023 K3504VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),227054,64,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),325326,64,intel,core i5,10,16,SSD,512,NONE,intel,integrated,13.3,2880,1800
asus,Asus Zenbook 14 OLED 2023 UX3402VA-KM541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),308726,70,intel,core i5,12,16,SSD,512,NONE,intel,integrated,14.0,2880,1800
asus,Asus Vivobook 15 2023 X1502VA-NJ541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),215766,62,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 15 OLED 2023 X1505VA-LK542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),248966,60,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook Go 15 OLED 2023 E1504GA-LK322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),146046,53,intel,core i3,8,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
dell,Dell Inspiron 3525 D560771WIN9S Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11),149366,62,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus VivoBook 14 2023 X1404VA-NK541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),212446,58,intel,core i5,10,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus Vivobook Go 15 2023 E1504GA-NJ322WS Laptop (Intel Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),130283,51,intel,core i3,8,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN753WS Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),431566,74,intel,core i7,12,16,SSD,1024,NONE,intel,integrated,14.0,2880,1800
asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ520WS Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/Win11),195846,62,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,14.0,1920,1200
