brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,gpu_brand,gpu_type,display_size,resolution_width,resolution_height
tecno,Tecno Megabook T1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),79646,63,intel,core i3,2,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
tecno,Tecno Megabook T1 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),119486,67,intel,core i7,4,16,SSD,1024,NONE,intel,integrated,15.6,1920,1080
hp,HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),169652,73,amd,ryzen 5,6,8,SSD,512,NONE,amd,dedicated,15.6,1920,1080
acer,Acer Extensa EX214-53 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),132766,62,intel,core i5,12,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
lenovo,Lenovo V15 82KDA01BIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),94885,62,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
apple,Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),235686,45,apple,m1,8,8,SSD,256,NONE,apple,apple,13.3,2560,1600
infinix,Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),116166,56,intel,core i5,4,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus TUF Gaming F15 FX506HF-HN024W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),165966,70,intel,core i5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),122806,60,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
infinix,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),199166,71,intel,core i9,14,32,SSD,1024,NONE,intel,integrated,15.6,1920,1080
dell,Dell Inspiron 3520 D560896WIN9B Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),116166,60,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
samsung,Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),215766,68,intel,core i5,12,16,SSD,512,NONE,intel,integrated,13.3,1080,1920
msi,MSI Thin GF63 12UC-846IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graphics),175926,71,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),190534,71,amd,ryzen 7,8,16,SSD,512,NONE,amd,integrated,16.0,1920,1200
lenovo,Lenovo IdeaPad Slim 3 82H803LKIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),157666,66,intel,core i5,4,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Omen 16-wf1025TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),511246,85,intel,core i7,20,16,SSD,1024,NONE,nvidia,dedicated,16.1,2560,1440
lenovo,Lenovo V15 G3 IAP 82TTA08AIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/Win11),165966,59,intel,core i7,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),252286,76,intel,core i7,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 15-fb1017AX Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),184226,71,amd,ryzen 5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
wings,Wings Nuvobook V1 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),92926,56,intel,core i5,4,8,SSD,512,NONE,intel,integrated,15.6,1080,1920
hp,HP 255 G9 840T7PA Laptop (AMD Athlon Silver-3050U/ 4GB/ 256GB SSD/ DOS),64072,49,amd,other,2,4,SSD,256,NONE,amd,integrated,15.6,1366,768
lenovo,Lenovo V15 G4 82YU00W7IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),92926,59,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),1327668,65,apple,m3,16,8,SSD,1024,NONE,apple,apple,16.2,3456,2234
asus,Asus Vivobook 15 X1502ZA-EJ385WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),132766,57,intel,core i3,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),92926,57,intel,core i3,2,8,SSD,256,NONE,intel,integrated,15.6,1920,1080
acer,Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),258926,63,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 16-s0094AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),262246,77,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,16.1,1920,1080
ultimus,Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),66366,54,intel,core i5,4,8,SSD,512,NONE,intel,integrated,14.1,1920,1080
hp,HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),239036,66,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
msi,MSI GF63 Thin 11UC-1294IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),221709,76,intel,core i7,8,16,HDD,1024,SSD,nvidia,dedicated,15.6,1920,1080
samsung,Samsung Galaxy Book2 NP550XED-KA1IN 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),149366,59,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
samsung,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),159326,62,intel,core i5,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),159326,71,intel,core i5,4,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),156006,65,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,16.0,1920,1200
apple,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),341926,48,apple,m2,8,8,SSD,256,NONE,apple,apple,13.6,2560,1664
dell,Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),226553,66,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),156006,64,intel,core i5,10,16,SSD,1024,NONE,intel,integrated,15.6,1920,1080
acer,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),116166,60,intel,core i3,6,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),179246,62,intel,core i5,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 16X 2023 K3605ZF-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),212446,72,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
asus,Asus ROG Flow X13 GV301RC-LJ132WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),377055,77,amd,ryzen 9,8,16,SSD,512,NONE,nvidia,dedicated,13.4,1920,1200
hp,HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),294816,71,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),177852,71,amd,ryzen 5,6,16,SSD,512,NONE,amd,dedicated,15.6,1920,1080
hp,HP Omen 16-xf0060AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),388406,80,amd,ryzen 7,8,16,SSD,1024,NONE,nvidia,dedicated,16.0,1920,1080
hp,HP Victus 15-fa0555TX  Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),235089,71,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),269882,71,intel,core i5,10,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Modern 14 C11M-030IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),119354,58,intel,core i5,4,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus ROG Strix SCAR 16 2023 G634JZ-NM057WS Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),896366,83,intel,core i9,24,32,SSD,1024,NONE,nvidia,dedicated,16.0,2560,1600
msi,MSI Thin GF63 12VE-071IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/6GB Graphics),232366,70,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell Vostro 3425 Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),131634,66,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,14.0,1920,1080
infinix,Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),99566,54,intel,core i5,4,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
acer,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),109526,58,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),277518,76,amd,ryzen 7,8,16,SSD,512,NONE,nvidia,dedicated,16.1,1920,1080
hp,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),180906,70,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),141096,63,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
infinix,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),92926,50,intel,core i3,6,8,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP Omen 16-u0005TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),491326,80,intel,core i7,16,16,SSD,1024,NONE,nvidia,dedicated,16.1,2560,1600
asus,Asus TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),245962,75,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,17.3,1920,1080
dell,Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),287146,66,intel,core i7,12,16,SSD,1024,NONE,intel,integrated,14.0,1920,1200
asus,Asus Vivobook 15 X1502ZA-EJ741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),202486,67,intel,core i7,10,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo Ideapad Gaming 3 82SB00NXIN Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),189206,69,amd,ryzen 5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
dell,Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),240666,70,intel,core i5,12,16,SSD,512,NONE,intel,integrated,16.0,2560,1600
asus,Asus VivoBook 14 X415EA-EK344WS Notebook (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),119486,64,intel,core i3,2,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
asus,Asus TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 8GB Graph),361846,78,intel,core i7,14,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),192526,72,intel,core i5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),232396,72,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 15-fa0666TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),239006,65,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
apple,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),398366,53,apple,m2,8,8,SSD,256,NONE,apple,apple,15.3,2880,1864
infinix,Infinix INBook Y1 Plus Neo XL30 Laptop (Intel Celeron N5100/ 8GB/ 512GB SSD/ Win 11 Home),89606,53,intel,celeron,4,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Pavilion x360 14-ek1010TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),258624,70,intel,core i5,10,16,SSD,1024,NONE,intel,integrated,14.0,1920,1080
primebook,Primebook 4G Android Laptop (MediaTek Kompanio 500/ 4GB/ 64GB eMMC/ Android 11),49766,26,other,other,8,4,HDD,64,NONE,arm,integrated,11.6,1366,768
dell,Dell Inspiron 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),166000,60,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
acer,Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),189206,71,intel,core i5,12,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 15-fa0070TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),192526,70,intel,core i5,8,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 16-e0352AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),165996,70,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,16.1,1920,1080
asus,Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),240666,62,intel,core i5,12,16,SSD,512,NONE,intel,integrated,14.0,2880,1800
asus,Asus Vivobook S15 OLED K3502ZA-L501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),231367,64,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
iball,iBall Excelance CompBook Laptop (AQC/ 2GB/ 32GB/Win10),32536,41,intel,other,4,2,HDD,32,NONE,intel,integrated,11.6,1366,768
ultimus,Ultimus Lite NU14U3INC54BN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),53086,46,intel,celeron,2,8,SSD,256,NONE,intel,integrated,14.1,1366,768
dell,Dell G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),278846,72,intel,core i5,10,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus VivoBook 14 X1400EA-EK543WS Notebook (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),156006,57,intel,core i5,4,16,SSD,512,NONE,intel,integrated,14.0,1920,1080
hp,HP Pavilion 15-EG2119TU Laptop (12th Gen Core i5/12GB RAM/ 512GB SSD/ Win11),202486,54,intel,core i5,12,12,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Slim 3 82X60013IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),149366,51,intel,core i3,5,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo ThinkBook 15 G5 21JF002JIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ Win11),116166,66,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP Victus 15-fa1145TX Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),222406,72,intel,core i5,8,16,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),81140,47,amd,other,2,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),172606,70,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Thin GF63 11SC-1629IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),182566,65,intel,core i5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
ultimus,Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),39806,41,intel,celeron,2,4,SSD,128,NONE,intel,integrated,14.1,1366,768
lenovo,Lenovo ThinkBook 15 G5 21JFA00BIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ Win11),162646,70,amd,ryzen 7,8,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
msi,MSI Katana 15 B13UDXK-1482IN Gaming Laptop (13th Gen Core i5/ 32GB/ 1TB SSD/ Win11 Home/ 6GB Graph),248966,75,intel,core i5,12,32,SSD,1024,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),165966,65,amd,ryzen 5,6,8,SSD,512,NONE,amd,dedicated,15.6,1920,1080
asus,Asus Vivobook 15 X1502ZA-EJ544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),179246,63,intel,core i5,12,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),271207,71,intel,core i9,14,16,SSD,512,NONE,intel,integrated,16.0,1920,1200
lenovo,Lenovo IdeaPad Gaming 3 82SB00V3IN Laptop (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),212111,63,amd,ryzen 5,6,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo IdeaPad Slim 3 82RK00VWIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),122972,59,intel,core i3,6,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
asus,Asus ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),315366,70,intel,core i5,10,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
infinix,Infinix INBook X2 Slim Series XL23 2023 Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win 11 Home),119486,60,intel,core i5,4,16,SSD,1024,NONE,intel,integrated,14.0,1920,1080
asus,Asus Vivobook Pro 15 M6500RC-HN741WS Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),242326,70,amd,ryzen 7,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
hp,HP Victus 15-fb1016AX  Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),185886,67,amd,ryzen 5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),315366,80,amd,ryzen 7,8,16,SSD,1024,NONE,amd,integrated,14.0,2880,1800
hp,HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),171976,57,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
hp,HP Victus15-fb0147AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),165253,62,amd,ryzen 5,6,8,SSD,512,NONE,amd,dedicated,15.6,1920,1080
asus,Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),179246,66,intel,core i5,6,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
lenovo,Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),265566,70,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
msi,MSI Modern 15 B11M-061IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),139406,63,intel,core i5,4,16,SSD,512,NONE,intel,integrated,15.6,1920,1080
acer,Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),126126,60,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Vivobook 14X K3405ZFB-KM752WS Laptop (12th Gen Core i7 /16GB/ 1TB SSD/Win11/ 4GB Graphic),285486,75,intel,core i7,10,16,SSD,1024,NONE,nvidia,dedicated,14.0,2880,1800
acer,Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),131136,62,intel,core i5,4,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
infinix,Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),192526,63,intel,core i7,14,32,SSD,1024,NONE,intel,integrated,15.6,1920,1080
asus,Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),225726,72,intel,core i5,8,16,SSD,512,NONE,nvidia,dedicated,14.0,2880,1800
acer,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),315366,72,intel,core i7,10,16,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),249830,72,intel,core i5,12,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
acer,Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),159326,67,intel,core i5,8,8,SSD,512,NONE,nvidia,dedicated,15.6,1920,1080
asus,Asus Zenbook 14X OLED 2023 M5401QA-KM541WS Laptop (Ryzen 5 5600H / 16GB/ 512GB SSD/ Win11 Home),222406,64,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,14.0,2880,1800
hp,HP Pavilion 15-eh2050AU Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),145084,62,amd,ryzen 5,6,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
asus,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),514566,88,intel,core i9,14,16,SSD,1024,NONE,nvidia,dedicated,16.0,3200,2000
acer,Acer Predator Helios Neo 16 PHN16-71 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),398366,75,intel,core i7,16,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
acer,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),348566,70,intel,core i5,14,16,SSD,512,NONE,nvidia,dedicated,16.0,1920,1200
hp,HP 250 G8 7M6L7PA Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11),115834,58,intel,core i3,2,8,HDD,1024,SSD,intel,integrated,15.6,1366,768
hp,HP 15-fc0025AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),107866,54,amd,ryzen 3,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),144088,52,amd,ryzen 5,4,8,SSD,512,NONE,amd,integrated,15.6,1920,1080
lenovo,Lenovo Thinkbook 15 21DJA049IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),136086,66,intel,core i5,10,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
acer,Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),102886,49,intel,core i3,8,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
lenovo,Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),136086,64,amd,ryzen 5,6,16,SSD,512,NONE,amd,integrated,15.6,1920,1080
hp,HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),103218,60,intel,core i3,2,8,SSD,512,NONE,intel,integrated,15.6,1920,1080
